id,code,decor,structure,name,url,price,category,sellUnit,Label,height,width,description,isNew,worktop,thickness,producer,url + code
recH0IoWaAy9p16Ld,0110_SM_2800x2070_18,0110,SM,BIAŁY KORPUSOWY,https://azmproducts.plasmic.run/product/recH0IoWaAy9p16Ld,"PLN 215,84",Płyta,CAŁA,,2800,2070,Płyta laminowana,,,18,Kronospan,"https://azmproducts.plasmic.run/product/recH0IoWaAy9p16Ld, 0110_SM_2800x2070_18"
recyKtEM4WWMikBUj,0101_PE_2800x2070_18,0101,PE,BIAŁY FRONTOWY,https://azmproducts.plasmic.run/product/recyKtEM4WWMikBUj,"PLN 237,83",Płyta,CAŁA,,2800,2070,Płyta laminowana,,,18,Kronospan,"https://azmproducts.plasmic.run/product/recyKtEM4WWMikBUj, 0101_PE_2800x2070_18"
recaT8xUN5LTBT015,6459_SM _2800x2070_18,6459,SM ,BIAŁY PLATYNOWY,https://azmproducts.plasmic.run/product/recaT8xUN5LTBT015,"PLN 249,15",Płyta,CAŁA,,2800,2070,Płyta laminowana,,,18,Kronospan,"https://azmproducts.plasmic.run/product/recaT8xUN5LTBT015, 6459_SM _2800x2070_18"
reciCbRiTEyFpTTv9,8685_BS_2800x2070_18,8685,BS,BIEL ALPEJSKA,https://azmproducts.plasmic.run/product/reciCbRiTEyFpTTv9,"PLN 203,95",Płyta,CAŁA,,2800,2070,Płyta laminowana,,,18,Kronospan,"https://azmproducts.plasmic.run/product/reciCbRiTEyFpTTv9, 8685_BS_2800x2070_18"
recxkEGKxmY1Dycvt,8685_SM_2800x2070_18,8685,SM,BIEL ALPEJSKA,https://azmproducts.plasmic.run/product/recxkEGKxmY1Dycvt,"PLN 203,95",Płyta,PASY,,2800,2070,Płyta laminowana,,,18,Kronospan,"https://azmproducts.plasmic.run/product/recxkEGKxmY1Dycvt, 8685_SM_2800x2070_18"
rec8O3STOQAbm4mmy,8685_PD_2800x2070_18,8685,PD,BIEL ALPEJSKA,https://azmproducts.plasmic.run/product/rec8O3STOQAbm4mmy,"PLN 214,45",Płyta,CAŁA,,2800,2070,Płyta laminowana,checked,8685 RS,18,Kronospan,"https://azmproducts.plasmic.run/product/rec8O3STOQAbm4mmy, 8685_PD_2800x2070_18"
recab2w5qSzORSjdB,0112_PE_2800x2070_18,0112,PE,JASNY SZARY,https://azmproducts.plasmic.run/product/recab2w5qSzORSjdB,"PLN 208,01",Płyta,PASY,x,2800,2070,Płyta laminowana,,,18,Kronospan,"https://azmproducts.plasmic.run/product/recab2w5qSzORSjdB, 0112_PE_2800x2070_18"
recvSC9VeJGAp7gaH,0162_ PE_2800x2070_18,0162, PE,GRAFIT SZARY,https://azmproducts.plasmic.run/product/recvSC9VeJGAp7gaH,"PLN 233,21",Płyta,CAŁA,,2800,2070,Płyta laminowana,,,18,Kronospan,"https://azmproducts.plasmic.run/product/recvSC9VeJGAp7gaH, 0162_ PE_2800x2070_18"
rec1PZg4pkoCf7fPa,0164_PE_2800x2070_18,0164,PE,ANTRACYT,https://azmproducts.plasmic.run/product/rec1PZg4pkoCf7fPa,"PLN 201,69",Płyta,PÓŁ,,2800,2070,Płyta laminowana,,,18,Kronospan,"https://azmproducts.plasmic.run/product/rec1PZg4pkoCf7fPa, 0164_PE_2800x2070_18"
rec8SzgWKVVEXXrfu,0164_PD_2800x2070_18,0164,PD,ANTRACYT,https://azmproducts.plasmic.run/product/rec8SzgWKVVEXXrfu,"PLN 214,45",Płyta,CAŁA,,2800,2070,Płyta laminowana,checked,,18,Kronospan,"https://azmproducts.plasmic.run/product/rec8SzgWKVVEXXrfu, 0164_PD_2800x2070_18"
recljNOtJVmNaG9qe,0166_BS_2800x2070_18,0166,BS,BAZALT ,https://azmproducts.plasmic.run/product/recljNOtJVmNaG9qe,"PLN 247,24",Płyta,CAŁA,,2800,2070,Płyta laminowana,,,18,Kronospan,"https://azmproducts.plasmic.run/product/recljNOtJVmNaG9qe, 0166_BS_2800x2070_18"
recj1a5AXpbbyAM2w,0171_PE_2800x2070_18,0171,PE,JASNY GRAFIT,https://azmproducts.plasmic.run/product/recj1a5AXpbbyAM2w,"PLN 247,24",Płyta,CAŁA,,2800,2070,Płyta laminowana,,,18,Kronospan,"https://azmproducts.plasmic.run/product/recj1a5AXpbbyAM2w, 0171_PE_2800x2070_18"
rec31ScO4snPidh8V,0190_PE_2800x2070_18,0190,PE,CZARNY,https://azmproducts.plasmic.run/product/rec31ScO4snPidh8V,"PLN 203,95",Płyta,PÓŁ,,2800,2070,Płyta laminowana,,190 RS,18,Kronospan,"https://azmproducts.plasmic.run/product/rec31ScO4snPidh8V, 0190_PE_2800x2070_18"
recaPedYvgWJ4rjAP,0190_PD_2800x2070_18,0190,PD,CZARNY,https://azmproducts.plasmic.run/product/recaPedYvgWJ4rjAP,"PLN 214,45",Płyta,CAŁA,,2800,2070,Płyta laminowana,checked,,18,Kronospan,"https://azmproducts.plasmic.run/product/recaPedYvgWJ4rjAP, 0190_PD_2800x2070_18"
recebQ5qSMWMDIrtM,0191_SU_2800x2070_18,0191,SU,SZARY,https://azmproducts.plasmic.run/product/recebQ5qSMWMDIrtM,"PLN 247,24",Płyta,CAŁA,,2800,2070,Płyta laminowana,,,18,Kronospan,"https://azmproducts.plasmic.run/product/recebQ5qSMWMDIrtM, 0191_SU_2800x2070_18"
reczwOQt1KvnwWaj1,0197_SU_2800x2070_18,0197,SU,SZARY CHINCHILLA,https://azmproducts.plasmic.run/product/reczwOQt1KvnwWaj1,"PLN 247,24",Płyta,CAŁA,,2800,2070,Płyta laminowana,,,18,Kronospan,"https://azmproducts.plasmic.run/product/reczwOQt1KvnwWaj1, 0197_SU_2800x2070_18"
recJpwEcPmC4IFe73,0514_PE_2800x2070_18,0514,PE,KOŚĆ SŁONIOWA,https://azmproducts.plasmic.run/product/recJpwEcPmC4IFe73,"PLN 247,24",Płyta,CAŁA,,2800,2070,Płyta laminowana,,,18,Kronospan,"https://azmproducts.plasmic.run/product/recJpwEcPmC4IFe73, 0514_PE_2800x2070_18"
